A,B,C,D,E,F,G,H,O
176,242,200,226,270,222.8,32.60920116,225.1737107,60
174,243,209,222,271,223.8,32.55395521,226.1552564,60
177,242,213,221,278,226.2,33.33106659,228.6425157,60
175,235,208,219,288,225,37.13219627,228.0434169,60
173,230,204,228,288,224.6,37.80793567,227.7599614,60
176,231,202,231,281,224.2,35.02798881,226.9198096,60
177,228,201,231,275,222.4,32.83656498,224.8110318,60
175,229,210,238,266,223.6,30.26945655,225.6395355,60
171,225,210,257,259,224.4,32.61656021,226.7580208,60
170,231,208,261,253,224.6,32.95208643,227.0044052,60
173,231,228,257,248,227.4,29.23422652,229.2714548,60
177,234,233,257,245,229.2,27.51290606,230.8454028,60
188,234,243,266,240,234.2,25.52175543,235.5865022,60
185,232,243,257,234,230.2,24.26025556,231.4748366,60
188,234,237,264,229,230.4,24.43440198,231.692037,60
186,230,244,268,226,230.8,26.79104328,232.3497364,60
193,229,243,269,225,231.8,24.77418011,233.1201407,60
195,223,237,263,229,229.4,21.95996357,230.4486928,60
212,219,235,257,238,232.2,15.7403939,232.7328941,60
214,219,230,251,239,230.6,13.39552164,230.9887443,60
216,216,229,245,238,228.8,11.61722859,229.0947402,60
218,225,223,240,238,228.8,8.657944329,228.9637526,60
216,223,218,239,233,225.8,8.840814442,225.9730072,60
218,234,215,235,232,226.8,8.518215776,226.9599084,60
218,234,219,237,227,227,7.668115805,227.1294785,60
218,228,217,235,225,224.6,6.651315659,224.6984646,60
216,222,220,234,221,222.6,6.05309838,222.6822849,60
214,219,218,231,217,219.8,5.844655678,219.8776933,60
214,221,225,228,217,221,5.099019514,221.0588157,60
217,231,232,223,214,223.4,7.2277244,223.5168897,60
220,236,236,220,209,224.2,10.43839068,224.4428658,60
230,234,236,223,212,227,8.717797887,227.1673392,60
228,237,234,228,219,229.2,6.177378085,229.283231,60
223,245,239,223,223,230.6,9.49947367,230.7955805,60
238,245,243,234,228,237.6,6.1514226,237.6796163,60
246,246,242,229,227,238,8.318653737,238.1453338,60
243,240,240,233,230,237.2,4.874423043,237.250079,60
241,233,242,231,254,240.2,8.133879763,240.3376791,60
245,229,239,228,253,238.8,9.516301803,238.9895395,60
249,230,237,238,252,241.2,8.133879763,241.3371086,60
248,238,243,236,247,242.4,4.758150901,242.4466952,60
248,232,241,233,245,239.8,6.368673331,239.8845556,60
256,231,239,228,239,238.6,9.728309206,238.7982412,60
264,232,242,224,241,240.6,13.41044369,240.9734425,60
276,230,240,222,240,241.6,18.47809514,242.3055922,60
291,229,241,221,241,244.6,24.40983408,245.8149711,60
284,229,244,228,237,244.4,20.63589106,245.2696475,60
286,226,239,227,235,242.6,22.24050359,243.6173229,60
285,226,238,242,230,244.2,21.1697898,245.115891,60
288,221,239,241,225,242.8,23.8863978,243.9721296,60
280,217,238,240,220,239,22.48555092,240.0554103,60
275,217,240,237,215,236.8,21.61851059,237.7847766,60
270,220,240,233,211,234.8,20.27214838,235.673503,60
268,220,240,247,207,236.4,21.24711745,237.3529018,60
267,217,243,250,213,238,20.376457,238.8706763,60
271,224,253,261,214,244.6,21.89611838,245.5780935,60
263,227,256,264,212,244.4,21.0580151,245.3055238,60
259,226,251,260,231,245.4,14.23516772,245.8125302,60
272,221,249,259,239,248,17.36663468,248.6073209,60
267,230,256,271,235,251.8,16.58191786,252.3453982,60
282,232,254,269,238,255,18.67618805,255.6830069,60
280,228,252,270,242,254.4,18.73606149,255.0890041,60
279,225,247,265,239,251,19.0578068,251.7224662,60
271,223,246,260,235,247,17.12308383,247.5928109,60
268,223,246,268,229,246.8,18.8827964,247.5213122,60
263,227,238,264,224,243.2,17.22091751,243.8089416,60
256,241,247,265,218,245.4,15.93235701,245.9166525,60
254,245,246,261,214,244,16.08726204,244.5297528,60
255,246,257,257,215,246,16.0249805,246.5213987,60
254,243,264,260,212,246.6,18.69331431,247.3075009,60
253,240,268,262,209,246.4,20.94373415,247.2884955,60
250,244,279,263,212,249.6,22.31232843,250.5952913,60
250,248,277,273,209,251.4,24.22065234,252.5640513,60
247,245,269,284,212,251.4,24.43440198,252.5846393,60
249,239,265,296,211,252,28.15670435,253.5681368,60
249,236,265,299,212,252.2,29.13005321,253.8767417,60
253,235,265,293,220,253.2,25.12687804,254.4437069,60
262,228,278,291,219,255.6,27.91845268,257.1202054,60
257,227,281,283,222,254,25.81472448,255.3084409,60
250,228,278,278,227,252.2,22.61327044,253.2117691,60
246,227,274,278,232,251.4,21.06751053,252.2811923,60
251,224,272,290,235,254.4,24.03830277,255.5331681,60
253,221,269,286,234,252.6,23.36321896,253.6781425,60
248,220,291,285,236,256,27.66224864,257.490194,60
244,220,302,282,238,257.2,30.16222803,258.9625456,60
237,222,308,278,245,258,31.00322564,259.856114,60
242,219,307,275,249,258.4,30.15692292,260.1538007,60
244,217,306,269,250,257.2,29.5391266,258.8907105,60
255,222,305,266,245,258.6,27.36859514,260.044227,60
262,224,309,265,239,259.8,28.86797534,261.3989288,60
261,226,308,263,251,261.8,26.58871941,263.1467271,60
261,228,304,269,251,262.6,24.85638751,263.7737667,60
255,226,303,262,245,258.2,25.46684119,259.4528859,60
253,220,300,263,255,258.2,25.56090765,259.462136,60
259,218,295,259,257,257.6,24.37703838,258.7508454,60
270,219,298,257,256,260,25.49509757,261.2470096,60
283,216,292,253,249,258.6,27.01555108,260.0073076,60
276,221,291,248,248,256.8,24.3918019,257.9558102,60
273,219,288,246,243,253.8,24.19421418,254.9505834,60
269,225,284,243,240,252.2,21.29225211,253.0972145,60
269,222,283,241,245,252,21.54065923,252.9189594,60
265,222,277,240,242,249.2,19.48743185,249.9607969,60
271,221,275,240,237,248.8,20.82690568,249.6701824,60
263,217,274,247,232,246.6,20.53874388,247.4538341,60
270,219,282,244,228,248.6,24.06324999,249.7618866,60
275,218,280,260,225,251.6,25.5389898,252.8928627,60
292,219,280,258,223,254.4,29.39795911,256.0929519,60
290,220,280,263,220,254.6,29.5404807,256.3080178,60
284,219,292,263,218,255.2,31.42864935,257.1279837,60
292,214,298,267,226,259.4,34.02116988,261.6214823,60
284,208,295,277,229,258.6,33.89749253,260.812193,60
280,206,286,272,230,254.8,31.30750709,256.7161857,60
281,204,292,273,225,255,34.2636834,257.2916633,60
281,220,286,268,227,256.4,27.58695344,257.879817,60
281,227,289,267,228,258.4,26.19618293,259.7244694,60
274,228,302,282,223,261.8,31.05092591,263.6349749,60
269,225,303,284,223,260.8,31.92741768,262.7470266,60
262,226,305,283,219,259,32.83291032,261.0727868,60
256,230,301,288,226,260.2,30.1224169,261.9377789,60
261,224,310,289,222,261.2,34.85627634,263.5154644,60
268,219,308,284,222,260.2,34.83905854,262.5219991,60
275,215,302,276,222,258,33.74611089,260.1976172,60
273,215,303,281,224,259.2,33.99058693,261.4192036,60
277,212,297,286,221,258.6,35.0690747,260.9670477,60
279,209,297,285,219,257.8,36.36701802,260.3524534,60
285,213,295,299,216,261.6,38.73809495,264.4526423,60
288,208,291,304,220,262.2,39.90187965,265.2187776,60
283,214,283,300,223,260.6,35.04625515,262.9460021,60
298,215,281,292,220,261.2,36.12976612,263.6869356,60
289,220,282,286,217,258.8,32.99333266,260.8946147,60
282,220,275,281,213,254.2,30.95415966,256.0777226,60
274,217,268,280,212,250.2,29.43739119,251.9257827,60
275,214,269,274,217,249.8,28.09555125,251.3750186,60
295,213,264,276,217,253,32.58834147,255.0901801,60
290,214,259,283,211,251.4,33.39820354,253.6087538,60
283,218,255,277,208,248.2,30.38025675,250.0523945,60
280,220,261,272,207,248,29.09982818,249.7014217,60
283,219,257,268,208,247,28.78193878,248.6712689,60
278,216,257,266,209,245.2,27.60724543,246.7492654,60
271,219,252,265,204,242.2,26.24042683,243.6173229,60
267,218,247,258,202,238.4,24.56501577,239.6622624,60
272,211,251,271,206,242.2,28.56151256,243.8782483,60
271,207,245,275,205,240.6,30.07723392,242.4726789,60
272,210,257,276,208,244.6,29.75634386,246.4033279,60
272,212,258,271,214,245.4,26.91913817,246.8720316,60
270,220,254,281,214,247.8,26.64132129,249.2280081,60
277,218,261,276,214,249.2,27.72291471,250.7373127,60
272,217,259,286,211,249,29.88645178,250.7871608,60
277,217,254,278,207,246.6,29.69579095,248.3815613,60
282,214,251,272,205,244.8,30.64245421,246.7103565,60
282,214,249,270,202,243.4,31.00709596,245.367072,60
277,217,252,267,206,243.8,27.76616646,245.3760379,60
273,226,251,269,206,245,25.60468707,246.3343257,60
278,226,257,263,204,245.6,26.82237872,247.0603165,60
275,229,273,258,204,247.8,27.38904891,249.3090452,60
278,224,270,252,203,245.4,28.16806703,247.0113358,60
277,225,281,249,201,246.6,30.52605445,248.4821925,60
273,233,290,242,199,247.4,31.7779798,249.432556,60
269,235,300,238,197,247.8,34.68371376,250.2155071,60
265,232,294,237,193,244.2,33.8667979,246.5372183,60
275,234,291,235,189,244.8,35.70098038,247.3895713,60
279,232,297,231,190,245.8,38.07046099,248.7307782,60
284,233,296,235,187,247,39.26830783,250.1019792,60
283,241,305,236,184,249.8,41.82535116,253.2773184,60
290,248,314,240,186,255.6,44.13434037,259.3823433,60
300,250,329,240,183,260.4,50.57509268,265.2659043,60
300,253,327,240,181,260.2,50.55452502,265.0656522,60
293,249,318,249,181,258,46.72472579,262.1968726,60
293,242,308,266,178,257.4,45.70164111,261.4257065,60
291,238,314,283,175,260.2,49.22357159,264.8150298,60
296,236,320,278,179,261.8,49.68057971,266.4721374,60
314,231,313,277,179,262.8,51.7238823,267.8417443,60
315,229,315,270,180,261.8,51.95151586,266.904852,60
317,224,308,266,181,259.2,51.23045969,264.214307,60
311,229,307,262,178,257.4,49.93035149,262.1980168,60
304,242,306,266,183,260.2,45.47702717,264.1442788,60
295,244,300,261,184,256.8,41.96855966,260.2068408,60
288,240,300,271,180,255.8,42.93436852,259.3781024,60
280,237,292,269,181,251.8,39.84670626,254.9333246,60
275,234,285,271,182,249.4,37.86607981,252.2582011,60
270,234,297,267,181,249.8,39.78642985,252.9486114,60
265,235,290,261,179,246,37.76771108,248.8823015,60
262,236,285,257,184,244.8,34.16079624,247.1720049,60
260,229,283,257,182,242.2,34.63755188,244.6642598,60
255,232,280,251,179,239.4,33.85025849,241.7813061,60
252,237,277,249,178,238.6,32.97635517,240.8680137,60
267,234,274,247,174,239.2,35.56065241,241.8288651,60
279,230,273,250,172,240.8,38.55074578,243.8663568,60
298,228,280,245,180,246.2,41.32989233,249.6449479,60
317,228,282,248,180,251,46.68190227,255.3041324,60
325,232,281,249,185,254.4,46.98765795,258.7029184,60
330,231,283,251,186,256.2,48.48669921,260.7477708,60
328,227,282,248,188,254.6,47.70576485,259.0308862,60
323,227,288,248,186,254.4,47.55039432,258.8057186,60
317,226,286,241,187,251.4,45.6096481,255.503816,60
312,226,282,238,185,248.6,44.27911472,252.5125739,60
305,231,284,235,182,247.4,43.26014332,251.1537378,60
296,227,298,233,187,248.2,42.8737682,251.875763,60
292,223,313,228,186,248.4,46.96637095,252.8011076,60
284,231,315,232,187,249.8,44.79910713,253.7853424,60
279,235,307,239,185,249,41.6076916,252.4523717,60
281,231,298,239,187,247.2,39.18367007,250.2862361,60
284,226,292,232,184,243.6,39.92793508,246.8505621,60
278,223,283,232,188,240.8,35.62807881,243.4214452,60
277,217,276,229,194,238.6,32.92779981,240.8613709,60
281,216,287,226,195,241,36.55680511,243.7568461,60
279,227,299,229,196,246,37.5446401,248.8485483,60
278,233,292,227,204,246.8,32.95694161,248.9907629,60
273,245,298,225,206,249.4,32.91564977,251.5627158,60
269,248,297,224,203,248.2,32.99333266,250.3833062,60
275,246,293,220,200,246.8,34.17250357,249.1545705,60
274,240,292,218,203,245.4,33.36824838,247.6582322,60
266,234,286,219,200,241,31.1897419,243.0098763,60
260,231,278,216,195,236,29.81945674,237.8764385,60
260,233,272,216,198,235.8,27.29395537,237.3743878,60
256,231,270,220,201,235.6,24.74348399,236.8957577,60
254,230,270,220,199,234.6,25.02478771,235.9309221,60
259,225,265,220,194,232.6,26.28003044,234.0799009,60
271,224,265,235,201,239.2,26.01845499,240.6108892,60
280,221,263,234,203,240.2,27.90985489,241.8160458,60
303,221,257,234,206,244.2,33.83134641,246.5323508,60
305,224,256,246,205,247.2,33.87860682,249.5107212,60
300,223,254,247,203,245.4,32.73285811,247.5734235,60
304,224,251,247,205,246.2,33.33106659,248.44597,60
307,224,248,273,201,250.6,37.03295829,253.3215348,60
318,220,243,281,204,253.2,41.46998915,256.5735762,60
328,226,240,283,201,255.6,44.92927776,259.5187854,60
332,224,238,282,204,256,45.83448483,260.0707596,60
327,220,239,283,199,253.6,45.98956403,257.7362993,60
323,230,240,283,200,255.2,43.0878173,258.8119008,60
321,233,239,282,206,256.2,40.54331018,259.3881262,60
331,239,240,280,206,259.2,42.8830969,262.7234287,60
337,235,233,279,206,258,45.91296113,262.0534297,60
328,240,235,274,209,257.2,41.00439001,260.4480754,60
320,236,238,266,208,253.6,37.9346807,256.421528,60
316,236,231,259,210,250.4,36.31308304,253.0193668,60
307,240,228,256,211,248.4,32.79390187,250.5553831,60
305,239,234,255,214,249.4,30.72848841,251.285893,60
301,239,254,252,215,252.2,28.08131051,253.7585467,60
299,237,255,260,213,252.8,28.371817,254.3871066,60
300,231,251,265,215,252.4,29.26841301,254.0913222,60
297,229,251,270,218,253,28.39013913,254.5879023,60
295,226,249,271,226,253.4,26.68782494,254.8014914,60
288,229,252,267,229,253,22.68920448,254.0153539,60
280,225,256,269,233,252.6,20.86719914,253.4604506,60
271,226,252,269,238,251.2,17.42871194,251.8038919,60
266,221,282,282,237,257.6,24.59756085,258.7717141,60
266,226,286,282,243,260.6,22.97476877,261.6107796,60
260,231,281,287,240,259.8,21.958142,260.7262933,60
260,230,280,280,239,257.8,20.57571384,258.6197982,60
258,240,286,274,258,263.2,15.67673435,263.666456,60
252,244,291,273,261,264.2,16.50939127,264.7153188,60
260,240,285,275,262,264.4,15.2131522,264.8373085,60
261,236,276,271,263,261.4,13.80724448,261.7643979,60
270,233,270,270,260,260.6,14.33317829,260.9938697,60
264,230,267,267,255,256.6,14.00856881,256.9821005,60
262,224,275,262,251,254.8,17.17439955,255.378151,60
264,223,271,267,251,255.2,17.44018349,255.7952306,60
265,229,264,267,246,254.2,14.68877122,254.6240366,60
257,226,257,267,253,252,13.79855065,252.377495,60
254,226,255,270,251,251.2,14.21829807,251.6020668,60
251,228,253,267,251,250,12.52198067,250.3134036,60
250,231,248,264,245,247.6,10.55651458,247.8249382,60
246,225,256,267,242,247.2,14.07693148,247.6004847,60
242,222,255,266,238,244.6,15.0146595,245.0604007,60
248,221,247,275,236,245.4,17.71552991,246.0386149,60
245,221,248,271,234,243.8,16.58191786,244.3632542,60
241,220,251,266,230,241.6,16.03246706,242.1313693,60
241,218,256,264,225,240.8,17.54308981,241.4381908,60
243,216,266,276,220,244.2,23.95328787,245.3719625,60
253,215,276,274,214,246.4,27.26609616,247.9040137,60
249,213,271,275,210,243.6,27.68104044,245.1676977,60
247,217,279,274,210,245.4,28.31677948,247.0283385,60
241,214,282,270,211,243.6,28.69564427,245.2843248,60
238,211,286,264,212,242.2,29.31484266,243.9676208,60
238,210,282,258,210,239.6,27.89695324,241.2185731,60
239,215,284,260,209,241.4,27.97570374,243.0156374,60
240,218,286,254,206,240.8,28.10266891,242.434321,60
235,219,287,250,207,239.6,27.79640264,241.2069651,60
230,219,281,248,206,236.8,26.04150533,238.2276222,60
229,220,274,247,207,235.4,23.27745691,236.5480924,60
237,216,279,248,210,238,24.69817807,239.2780809,60
237,218,293,247,210,241,29.14103636,242.7554325,60
234,227,288,243,212,240.8,25.68579374,242.1660587,60
235,224,291,235,213,239.6,26.96367927,241.1124219,60
244,229,302,230,211,243.2,31.21153633,245.1946166,60
244,232,301,227,211,243,30.87393723,244.953465,60
252,231,294,222,212,242.2,29.06819568,243.9381069,60
257,235,298,220,210,244,31.29856227,245.999187,60
253,236,296,223,213,244.2,29.15750332,245.9345441,60
255,241,290,225,213,244.8,26.70131083,246.2519035,60
259,248,292,219,210,245.6,29.37073373,247.3499545,60
269,244,285,213,205,243.2,30.93477008,245.1595399,60
265,243,292,213,203,243.2,32.81706873,245.4041564,60
258,242,288,216,206,242,29.47541348,243.7884329,60
252,239,281,224,207,240.6,25.17617922,241.9136209,60
259,254,277,226,204,244,25.83795658,245.3642191,60
255,255,272,226,201,241.8,25.19841265,243.1094404,60
251,251,273,229,201,241,24.36390773,242.2284046,60
249,244,269,227,200,237.8,23.16376481,238.9255114,60
246,239,265,223,197,234,22.89104628,235.1169922,60
241,234,265,221,195,231.2,23.06859337,232.3480148,60
256,233,267,225,205,237.2,22.11243994,238.2284618,60
272,227,259,227,208,238.6,23.39743576,239.7444473,60
269,224,261,225,217,239.2,21.39532659,240.15495,60
263,225,273,220,219,240,23.16894473,241.1157398,60
267,226,269,218,222,240.4,22.6856783,241.4680103,60
263,220,272,215,219,237.8,24.47365931,239.0560604,60
265,219,275,213,216,237.6,26.71029764,239.0966332,60
263,214,277,212,213,235.8,28.28002829,237.4897893,60
260,222,272,219,209,236.4,24.84028985,237.7014935,60
256,233,271,222,214,239.2,21.27345764,240.1441234,60
253,231,277,219,208,237.6,24.71922329,238.8823978,60
250,232,274,215,203,234.8,25.21428167,236.1499524,60
245,233,267,210,204,231.8,23.07726154,232.9459165,60
245,228,270,209,207,231.8,23.5915239,232.9974249,60
239,222,282,213,206,232.4,27.14848062,233.9803411,60
237,219,285,208,208,231.4,28.8208258,233.1879071,60
237,219,286,208,205,231,29.69848481,232.9012666,60
244,215,292,205,204,232,33.30465433,234.3783266,60
260,215,295,208,207,237,34.97999428,239.567527,60
261,213,291,208,208,236.2,33.90221232,238.6206194,60
267,208,285,206,212,235.6,33.52968834,237.9739482,60
262,203,283,203,211,232.4,33.53565267,234.8071549,60
263,209,278,204,207,232.2,31.66954373,234.3497386,60
263,210,270,201,204,229.6,30.34864083,231.5970639,60
262,217,264,202,200,229,28.38309356,230.7522481,60
258,221,259,204,199,228.2,25.79457307,229.6532168,60
256,223,264,207,197,229.4,26.44692799,230.9194665,60
251,220,265,210,192,227.6,26.76266056,229.1680606,60
259,230,266,209,187,230.2,29.75499958,232.1150577,60
264,242,264,212,186,233.6,30.49983607,235.5826819,60
261,242,265,214,185,233.4,30.17681229,235.3427288,60
257,242,263,229,184,235,28.12116641,236.6765726,60
253,240,259,231,188,234.2,25.08704845,235.5398056,60
254,241,265,226,193,235.8,25.05513919,237.1273919,60
